,Category,Rating,reviews,Size,Installs,Type,Price,Content Rating,Genres,pri_genres,sec_genres,Current_Ver,Ver_Mon,Ver_Year,And_1st_Ver,And_Last_Ver
963,ENTERTAINMENT,4.2,123279.0,25.0,10000000.0,0.0,0.0,Everyone 10+,Entertainment;Music & Video,Entertainment,Music & Video,2.0.8,1.0,2018.0,4.0,11.0
964,ENTERTAINMENT,4.3,88185.0,37.0,10000000.0,0.0,0.0,Mature 17+,Entertainment,Entertainment,Entertainment,1.0.0,6.0,2018.0,11.0,11.0
965,ENTERTAINMENT,4.0,319691.0,37.0,10000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.0.0,8.0,2018.0,5.0,11.0
966,ENTERTAINMENT,4.1,7813.0,37.0,500000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.0.0,7.0,2018.0,11.0,11.0
967,ENTERTAINMENT,3.9,60841.0,37.0,5000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.0.0,7.0,2018.0,4.0,11.0
968,ENTERTAINMENT,4.5,653008.0,16.0,10000000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,9.1.4,6.0,2018.0,4.0,11.0
969,ENTERTAINMENT,3.9,27424.0,37.0,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.0.0,7.0,2018.0,11.0,11.0
970,ENTERTAINMENT,4.1,33387.0,20.0,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,3.1.4,7.0,2018.0,4.0,11.0
971,ENTERTAINMENT,4.3,407719.0,37.0,10000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.0.0,7.0,2018.0,11.0,11.0
972,ENTERTAINMENT,4.4,288150.0,21.0,5000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,2.17,7.0,2018.0,4.0,11.0
973,ENTERTAINMENT,4.1,115033.0,30.0,10000000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,7.5.0,7.0,2018.0,5.0,11.0
974,ENTERTAINMENT,4.0,22997.0,37.0,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,8.0626,6.0,2018.0,11.0,11.0
975,ENTERTAINMENT,3.9,61201.0,37.0,10000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.0.0,7.0,2018.0,11.0,11.0
976,ENTERTAINMENT,3.9,801.0,57.0,100000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,4.003.1,3.0,2018.0,4.0,11.0
977,ENTERTAINMENT,4.0,29706.0,19.0,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,3.1.4,7.0,2018.0,4.0,11.0
978,ENTERTAINMENT,4.1,27424.0,17.0,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,11.45.0,7.0,2018.0,4.0,11.0
979,ENTERTAINMENT,4.2,12398.0,37.0,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.0.0,7.0,2018.0,11.0,11.0
980,ENTERTAINMENT,3.8,35279.0,15.0,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,11.45.0,7.0,2018.0,4.0,11.0
981,ENTERTAINMENT,4.0,35931.0,19.0,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,3.1.4,7.0,2018.0,4.0,11.0
982,ENTERTAINMENT,3.9,22378.0,19.0,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,11.45.0,7.0,2018.0,4.0,11.0
983,ENTERTAINMENT,4.2,14807.0,19.0,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,11.45.0,7.0,2018.0,4.0,11.0
984,ENTERTAINMENT,3.7,197774.0,44.0,10000000.0,0.0,0.0,Mature 17+,Entertainment,Entertainment,Entertainment,6.6.1,6.0,2018.0,4.0,11.0
985,ENTERTAINMENT,3.9,8674.0,19.0,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,3.3.1.42,5.0,2018.0,4.0,11.0
986,ENTERTAINMENT,4.2,8968.0,35.0,1000000.0,0.0,0.0,Everyone,Entertainment;Music & Video,Entertainment,Music & Video,1.0.20,1.0,2018.0,4.0,11.0
987,ENTERTAINMENT,4.3,303.0,44.0,10000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.2.3,12.0,2017.0,4.0,11.0
988,ENTERTAINMENT,4.3,407719.0,37.0,10000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.0.0,7.0,2018.0,11.0,11.0
989,ENTERTAINMENT,4.6,732.0,37.0,100000.0,0.0,0.0,Everyone,Entertainment;Music & Video,Entertainment,Music & Video,1.0.0,8.0,2018.0,11.0,11.0
990,ENTERTAINMENT,4.3,1856.0,20.0,100000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.6.1,8.0,2018.0,6.0,11.0
991,ENTERTAINMENT,4.6,50725.0,19.0,5000000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,1.0.64,5.0,2018.0,4.0,11.0
992,ENTERTAINMENT,4.2,123279.0,25.0,10000000.0,0.0,0.0,Everyone 10+,Entertainment;Music & Video,Entertainment,Music & Video,2.0.8,1.0,2018.0,4.0,11.0
993,ENTERTAINMENT,4.6,243747.0,37.0,10000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.0.0,8.0,2018.0,11.0,11.0
994,ENTERTAINMENT,4.5,1575.0,43.0,100000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,2.3.2,7.0,2018.0,5.0,11.0
995,ENTERTAINMENT,4.6,6238.0,37.0,100000.0,1.0,4.99,Everyone,Entertainment,Entertainment,Entertainment,1.0.0,6.0,2018.0,11.0,11.0
996,ENTERTAINMENT,3.9,9941.0,37.0,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.0.0,7.0,2017.0,11.0,11.0
997,ENTERTAINMENT,4.2,23666.0,3.6,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,8.1,5.0,2018.0,4.0,11.0
998,ENTERTAINMENT,4.4,67554.0,7.7,1000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,4.0,9.0,2015.0,2.0,11.0
999,ENTERTAINMENT,4.2,38769.0,44.0,1000000.0,0.0,0.0,Mature 17+,Entertainment,Entertainment,Entertainment,7.2.3,9.0,2015.0,2.0,11.0
1000,ENTERTAINMENT,4.3,160164.0,12.0,10000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,4.2.0.8447,8.0,2018.0,5.0,11.0
1001,ENTERTAINMENT,4.6,3771.0,53.0,100000.0,1.0,2.99,Mature 17+,Entertainment,Entertainment,Entertainment,4.426,8.0,2018.0,4.0,11.0
1002,ENTERTAINMENT,4.3,256664.0,77.0,10000000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,4.1.7,5.0,2018.0,4.0,11.0
1003,ENTERTAINMENT,4.5,787177.0,37.0,10000000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,1.0.0,6.0,2018.0,11.0,11.0
1004,EVENTS,4.0,3782.0,9.5,100000.0,0.0,0.0,Everyone,Events,Events,Events,8.4,6.0,2018.0,4.0,11.0
1005,EVENTS,4.0,40113.0,36.0,5000000.0,0.0,0.0,Everyone,Events,Events,Events,1.0.0,7.0,2018.0,11.0,11.0
1006,EVENTS,4.5,7074.0,6.3,500000.0,0.0,0.0,Everyone,Events,Events,Events,1.57,6.0,2018.0,4.0,11.0
1007,EVENTS,4.5,2153.0,5.9,50000.0,0.0,0.0,Everyone,Events,Events,Events,1.5.0,12.0,2017.0,4.0,11.0
1008,EVENTS,4.0,26089.0,37.0,5000000.0,0.0,0.0,Everyone,Events,Events,Events,4.2.1,8.0,2018.0,11.0,11.0
1009,EVENTS,4.0,20611.0,12.0,1000000.0,0.0,0.0,Teen,Events,Events,Events,4.3.6,7.0,2018.0,4.0,11.0
1010,EVENTS,4.2,811.0,2.8,10000.0,0.0,0.0,Everyone,Events,Events,Events,3.8,5.0,2018.0,4.0,11.0
1011,EVENTS,4.4,15558.0,26.0,1000000.0,0.0,0.0,Everyone,Events,Events,Events,2018.07.31229,8.0,2018.0,5.0,11.0
1012,EVENTS,4.6,573.0,8.7,100000.0,0.0,0.0,Everyone,Events,Events,Events,1.40,7.0,2018.0,4.0,11.0
1013,EVENTS,0.0,37.0,16.0,10000.0,0.0,0.0,Everyone,Events,Events,Events,1.0,11.0,2017.0,4.0,11.0
1014,EVENTS,4.6,8232.0,53.0,1000000.0,0.0,0.0,Everyone,Events,Events,Events,1.0.0,7.0,2018.0,5.0,11.0
1015,EVENTS,4.1,3089.0,37.0,100000.0,0.0,0.0,Everyone,Events,Events,Events,1.0.0,7.0,2018.0,11.0,11.0
1016,EVENTS,4.6,3874.0,14.0,100000.0,0.0,0.0,Everyone,Events,Events,Events,4.0.19,7.0,2018.0,4.0,11.0
1017,EVENTS,4.4,464.0,8.9,100000.0,0.0,0.0,Everyone,Events,Events,Events,1.3,12.0,2017.0,4.0,11.0
1018,EVENTS,4.6,731.0,11.0,50000.0,0.0,0.0,Everyone,Events,Events,Events,2.0,12.0,2017.0,4.0,11.0
1019,EVENTS,4.9,69.0,334.0,1000.0,0.0,0.0,Teen,Events,Events,Events,1.0,7.0,2018.0,4.0,11.0
1020,EVENTS,4.5,8800.0,24.0,1000000.0,0.0,0.0,Everyone,Events,Events,Events,11.1.1,7.0,2018.0,5.0,11.0
1021,EVENTS,4.6,99.0,13.0,10000.0,0.0,0.0,Everyone,Events,Events,Events,1.1,7.0,2018.0,4.0,11.0
1022,EVENTS,4.7,30.0,37.0,500.0,0.0,0.0,Teen,Events,Events,Events,1.0.0,5.0,2018.0,11.0,11.0
1023,EVENTS,4.3,456.0,2.8,50000.0,0.0,0.0,Everyone,Events,Events,Events,1.75,6.0,2018.0,2.0,11.0
1024,EVENTS,0.0,6.0,9.7,100.0,0.0,0.0,Everyone 10+,Events,Events,Events,2.0.1,7.0,2018.0,4.0,11.0
1025,EVENTS,0.0,4.0,1.4,100.0,0.0,0.0,Everyone,Events,Events,Events,1.107,7.0,2018.0,4.0,11.0
1026,EVENTS,4.2,3200.0,37.0,100000.0,0.0,0.0,Everyone 10+,Events,Events,Events,1.0.0,6.0,2018.0,11.0,11.0
1027,EVENTS,4.3,5839.0,3.5,100000.0,0.0,0.0,Everyone,Events,Events,Events,16.11.8,11.0,2016.0,2.0,11.0
1028,EVENTS,5.0,4.0,61.0,500.0,0.0,0.0,Everyone,Events,Events,Events,1.0,7.0,2018.0,4.0,11.0
1029,EVENTS,4.4,663.0,6.0,100000.0,0.0,0.0,Everyone,Events,Events,Events,1.1.3,10.0,2017.0,4.0,11.0
1030,EVENTS,5.0,16.0,2.3,100.0,0.0,0.0,Everyone,Events,Events,Events,1.14,7.0,2018.0,2.0,11.0
1031,EVENTS,4.5,1065.0,9.0,100000.0,0.0,0.0,Everyone,Events,Events,Events,1.3.2,5.0,2018.0,4.0,11.0
1032,EVENTS,0.0,3.0,11.0,100.0,0.0,0.0,Everyone,Events,Events,Events,1.1.9,7.0,2018.0,4.0,11.0
1033,EVENTS,0.0,13.0,27.0,1000.0,0.0,0.0,Everyone,Events,Events,Events,1.0,6.0,2018.0,3.0,11.0
1034,EVENTS,0.0,46.0,3.6,5000.0,0.0,0.0,Everyone,Events,Events,Events,1.4,7.0,2018.0,4.0,11.0
1035,EVENTS,4.5,1953.0,37.0,100000.0,0.0,0.0,Teen,Events,Events,Events,1.0.0,8.0,2018.0,11.0,11.0
1036,EVENTS,4.8,12.0,29.0,1000.0,0.0,0.0,Everyone 10+,Events,Events,Events,42.0,6.0,2018.0,4.0,11.0
1037,EVENTS,4.4,4298.0,4.4,100000.0,0.0,0.0,Everyone,Events,Events,Events,2.2.2,4.0,2017.0,4.0,11.0
1038,EVENTS,5.0,1.0,21.0,100.0,0.0,0.0,Everyone,Events,Events,Events,1.0.5,7.0,2018.0,4.0,11.0
1039,EVENTS,0.0,49.0,13.0,1000.0,0.0,0.0,Everyone,Events,Events,Events,18.4,7.0,2018.0,4.0,11.0
1040,EVENTS,3.7,100.0,27.0,50000.0,0.0,0.0,Everyone,Events,Events,Events,1.0.11,12.0,2017.0,4.0,11.0
1041,EVENTS,0.0,11.0,11.0,5000.0,0.0,0.0,Everyone,Events,Events,Events,3.05.30.16,5.0,2018.0,4.0,11.0
1042,EVENTS,4.1,399.0,24.0,100000.0,0.0,0.0,Everyone,Events,Events,Events,Cannonau 3.11.11,8.0,2018.0,5.0,11.0
1043,EVENTS,0.0,5.0,6.1,100.0,0.0,0.0,Everyone,Events,Events,Events,1.0.5,8.0,2018.0,4.0,11.0
1044,EVENTS,4.8,28.0,6.3,1000.0,0.0,0.0,Everyone,Events,Events,Events,8.0bld14,5.0,2018.0,4.0,11.0
1045,EVENTS,0.0,250.0,23.0,1000.0,0.0,0.0,Everyone,Events,Events,Events,1.0.11,6.0,2018.0,4.0,11.0
1046,EVENTS,0.0,1.0,34.0,100.0,0.0,0.0,Everyone,Events,Events,Events,1.0,7.0,2018.0,4.0,11.0
1047,EVENTS,4.6,7.0,3.8,500.0,0.0,0.0,Teen,Events,Events,Events,2.1,7.0,2017.0,4.0,11.0
1048,FINANCE,4.4,124424.0,37.0,10000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,4.6.0,6.0,2018.0,4.0,11.0
1049,FINANCE,4.4,39041.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,8.0,2018.0,11.0,11.0
1050,FINANCE,3.6,52306.0,42.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,20.1.0,7.0,2018.0,5.0,11.0
1051,FINANCE,3.7,36718.0,37.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1052,FINANCE,3.8,42644.0,19.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,8.18,6.0,2018.0,4.0,11.0
1053,FINANCE,4.2,278082.0,70.0,10000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,10.78,7.0,2018.0,4.0,11.0
1054,FINANCE,4.2,6076.0,32.0,500000.0,0.0,0.0,Everyone,Finance,Finance,Finance,4.1.1-0-prod,7.0,2018.0,4.0,11.0
1055,FINANCE,4.2,112656.0,93.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.9.0,7.0,2018.0,4.0,11.0
1056,FINANCE,3.3,335738.0,37.0,10000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,5.0,2018.0,11.0,11.0
1057,FINANCE,3.4,31906.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,5.16.0,7.0,2018.0,4.0,11.0
1058,FINANCE,4.3,20672.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,5.0,2018.0,11.0,11.0
1059,FINANCE,4.2,957973.0,40.0,10000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,6.5.7,7.0,2018.0,4.0,11.0
1060,FINANCE,4.7,130582.0,24.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,8.0,2018.0,11.0,11.0
1061,FINANCE,4.1,31218.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1062,FINANCE,4.7,167168.0,20.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.115.27,7.0,2018.0,4.0,11.0
1063,FINANCE,4.0,34428.0,15.0,10000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.31.1,8.0,2018.0,5.0,11.0
1064,FINANCE,3.6,15247.0,28.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.0.5,7.0,2018.0,4.0,11.0
1065,FINANCE,4.0,48445.0,10.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.6.0,7.0,2018.0,4.0,11.0
1066,FINANCE,3.6,35518.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1067,FINANCE,4.3,12185.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,6.0,2018.0,11.0,11.0
1068,FINANCE,4.2,36746.0,37.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1069,FINANCE,4.2,21996.0,14.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.17.2,7.0,2018.0,4.0,11.0
1070,FINANCE,4.1,138371.0,37.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,8.0,2018.0,4.0,11.0
1071,FINANCE,4.0,12073.0,42.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.3,5.0,2018.0,4.0,11.0
1072,FINANCE,4.1,111632.0,65.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,5.10.1.40699,6.0,2018.0,4.0,11.0
1073,FINANCE,4.4,250706.0,37.0,10000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,6.8.0.109,7.0,2018.0,5.0,11.0
1074,FINANCE,4.7,706301.0,37.0,10000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1075,FINANCE,4.5,64959.0,39.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,5.0.1,6.0,2018.0,4.0,11.0
1076,FINANCE,4.3,659741.0,47.0,50000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,6.28.0,7.0,2018.0,4.0,11.0
1077,FINANCE,4.6,510392.0,79.0,10000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,5.38.1,8.0,2018.0,5.0,11.0
1078,FINANCE,4.3,7215.0,18.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.7.4,7.0,2018.0,4.0,11.0
1079,FINANCE,4.0,25508.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,4.0,11.0
1080,FINANCE,4.5,60449.0,100.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.9.12,7.0,2018.0,4.0,11.0
1081,FINANCE,4.5,381788.0,32.0,10000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.22.0,8.0,2018.0,4.0,11.0
1082,FINANCE,3.6,10697.0,46.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.22.1,7.0,2018.0,4.0,11.0
1083,FINANCE,4.2,347838.0,37.0,100000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.70.206190089,7.0,2018.0,11.0,11.0
1084,FINANCE,4.1,31804.0,9.8,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.1.6.12,7.0,2018.0,4.0,11.0
1085,FINANCE,3.5,3856.0,8.2,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.2.1,7.0,2018.0,4.0,11.0
1086,FINANCE,4.4,199684.0,18.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1087,FINANCE,4.0,44545.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1088,FINANCE,4.5,1336246.0,39.0,10000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,6.39.1.4,8.0,2018.0,4.0,11.0
1089,FINANCE,4.2,257.0,44.0,10000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.2.12,7.0,2018.0,4.0,11.0
1090,FINANCE,4.6,57493.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1091,FINANCE,4.2,283.0,5.0,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.5.0.26,4.0,2018.0,5.0,11.0
1092,FINANCE,4.8,12304.0,21.0,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,6.0.16,8.0,2018.0,5.0,11.0
1093,FINANCE,4.5,8188.0,22.0,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.29.01,7.0,2018.0,4.0,11.0
1094,FINANCE,4.2,11919.0,23.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.13.2.11,7.0,2018.0,4.0,11.0
1095,FINANCE,4.3,45957.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1096,FINANCE,4.2,347838.0,37.0,100000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.70.206190089,7.0,2018.0,11.0,11.0
1097,FINANCE,4.4,126431.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,8.0,2018.0,11.0,11.0
1098,FINANCE,4.4,21570.0,27.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.0.4,6.0,2018.0,4.0,11.0
1099,FINANCE,4.6,134564.0,37.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1100,FINANCE,4.2,283.0,5.0,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.5.0.26,4.0,2018.0,5.0,11.0
1101,FINANCE,4.6,16961.0,32.0,500000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.12.100,8.0,2018.0,4.0,11.0
1102,FINANCE,4.6,111254.0,7.4,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.8.9,7.0,2018.0,4.0,11.0
1103,FINANCE,4.4,7731.0,24.0,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.53.2,8.0,2018.0,5.0,11.0
1104,FINANCE,4.3,5928.0,22.0,500000.0,0.0,0.0,Everyone,Finance,Finance,Finance,5.1.1,7.0,2018.0,5.0,11.0
1105,FINANCE,4.2,15703.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1106,FINANCE,4.2,6148.0,10.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.14.1,6.0,2018.0,4.0,11.0
1107,FINANCE,3.8,861.0,17.0,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.3.9,5.0,2018.0,4.0,11.0
1108,FINANCE,4.5,8662.0,38.0,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.5.7,7.0,2018.0,4.0,11.0
1109,FINANCE,4.6,23130.0,46.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.1.4,7.0,2018.0,4.0,11.0
1110,FINANCE,4.6,69973.0,3.8,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.17.1,7.0,2018.0,4.0,11.0
1111,FINANCE,4.7,1311.0,9.3,50000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.4.11,6.0,2018.0,4.0,11.0
1112,FINANCE,4.6,26587.0,8.4,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.18.0,7.0,2018.0,4.0,11.0
1113,FINANCE,4.6,2417.0,28.0,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.5.0,8.0,2018.0,4.0,11.0
1114,FINANCE,4.7,706302.0,37.0,10000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1115,FINANCE,3.8,1054.0,9.7,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.3.0,7.0,2018.0,5.0,11.0
1116,FINANCE,4.3,25166.0,11.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.1.16,7.0,2018.0,4.0,11.0
1117,FINANCE,4.3,129304.0,37.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,8.0,2018.0,11.0,11.0
1118,FINANCE,4.5,19870.0,7.4,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.9.5,7.0,2018.0,4.0,11.0
1119,FINANCE,4.6,3596.0,19.0,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,16.6,7.0,2018.0,6.0,11.0
1120,FINANCE,4.6,161440.0,16.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.2.18.07.30,8.0,2018.0,4.0,11.0
1121,FINANCE,4.7,7514.0,14.0,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.9.9.9.3,7.0,2018.0,4.0,11.0
1122,FINANCE,4.5,46106.0,22.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.28.0.5402,7.0,2018.0,4.0,11.0
1123,FINANCE,4.4,15141.0,25.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,4.63,7.0,2018.0,5.0,11.0
1124,FINANCE,3.9,714.0,3.6,50000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.10.3,6.0,2017.0,2.0,11.0
1125,FINANCE,4.5,42410.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,8.0,2018.0,11.0,11.0
1126,FINANCE,4.6,260547.0,37.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1127,FINANCE,4.1,4344.0,4.5,500000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.6.2,7.0,2018.0,4.0,11.0
1128,FINANCE,4.5,22808.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,8.0,2018.0,11.0,11.0
1129,FINANCE,4.4,42809.0,23.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,3.04 - Beta,7.0,2018.0,4.0,11.0
1130,FINANCE,4.5,16808.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,5.0,2018.0,11.0,11.0
1131,FINANCE,4.6,157505.0,37.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,8.0,2018.0,11.0,11.0
1132,FINANCE,4.2,24647.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1133,FINANCE,4.4,1922.0,4.2,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.28,8.0,2018.0,2.0,11.0
1134,FINANCE,4.1,3334.0,37.0,500000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1135,FINANCE,3.9,10658.0,58.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,6.8.2,8.0,2018.0,4.0,11.0
1136,FINANCE,4.6,57493.0,37.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1137,FINANCE,4.5,78361.0,22.0,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.2.0,7.0,2018.0,4.0,11.0
1138,FINANCE,3.7,2594.0,37.0,500000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,3.0,2018.0,11.0,11.0
1139,FINANCE,4.1,13868.0,1.4,1000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.1.16,8.0,2017.0,2.0,11.0
1140,FINANCE,4.4,135952.0,37.0,5000000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.0.0,7.0,2018.0,11.0,11.0
1141,FINANCE,4.6,11066.0,9.1,500000.0,0.0,0.0,Everyone,Finance,Finance,Finance,1.1.39,7.0,2018.0,4.0,11.0
1142,FINANCE,4.5,8188.0,22.0,100000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.29.01,7.0,2018.0,4.0,11.0
